id,beds,baths,size,furnish,area_1,area_2,area_3,area_4,area_5,id,description,referral,price,type,rent,postDate
4239,NULL,1,518,Yes,UAE,Dubai,Dubai Sports City,Spirit,NULL,4239,PAY 4CHQS | FULLY FURNISHED STD,SPI-SPORTS17-ALLWYN,"AED 31,500 /yr",apartment,Quarterly,"September 23rd, 2020"
4240,2,3,"1,400",No,UAE,Dubai,Dubai Silicon Oasis,NULL,NULL,4240,1 Cheque| Available October | Marina View | Maids   Study,BHM-R-182144,"AED 90,000 /yr",apartment,Yearly,"September 23rd, 2020"
4241,2,2,"1,200",No,UAE,Dubai,Dubai Sports City,Hamza Tower,NULL,4241,Fully Furnished | On High Floor | Upper Crest,BHM-R-167312,"AED 62,000 /yr",apartment,Yearly,"September 19th, 2020"
4242,NULL,1,361,No,UAE,Dubai,Dubai Sports City,Global Golf Residence,NULL,4242,Furnished | Pet friendly | Rent online,1599113961,"AED 25,999 /yr",apartment,Monthly,"September 23rd, 2020"
4243,1,2,"1,000",No,UAE,Dubai,Dubai Sports City,Stadium Point,NULL,4243,PAY 4CHQS | BRAND NEW | MASSIVE 2BR, GLO-SPORTS9-923,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4244,1,2,950,No,UAE,Dubai,Dubai Marina,Sulafa Tower,NULL,4244,ELEGANTLY FURNISHED 2 BED @102K-12CHQS | SERVICED INCLUDING ALL THE BILLS,THS-SPORTS5-ALL923,"AED 102,000 /yr",apartment,Monthly,"September 23rd, 2020"
4245,1,2,700,No,UAE,Dubai,Dubai Sports City,Global Golf Residence,NULL,4245,1BR WITH BALCONY @55K,MAN-MARINA1-SAM923,"AED 55,000 /yr",apartment,Yearly,"September 23rd, 2020"
4246,1,2,828,No,UAE,Dubai,Business Bay,Al Abraj Street,NULL,4246,PAY 4CHQS | GAS-CHILLER FREE | FULLY FURNISHED @35K,DIA3-MARINA2-SAME923,"AED 35,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4247,2,3,"1,350",No,UAE,Dubai,Business Bay,Coral Tower,NULL,4247,PAY 4CHQS | PRIME LOCATION @28K,DUB1-JLT2-SAME923,"AED 28,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4248,2,3,"1,327",No,UAE,Dubai,Business Bay,Al Abraj Street,NULL,4248,PAY 4CHQS | FULLY FURNISHED @35K,DIA3-MARINA-SAME923,"AED 35,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4249,2,3,"1,577",No,UAE,Dubai,DIFC,Park Towers,NULL,4249,PAY 4CHQS | CHILLER FREE | BALCONY-MARINA VIEW @36K,DRE1-MARINA2-SAME923,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4250,NULL,1,515,No,UAE,Dubai,Jebel Ali,Jebel Ali Village,NULL,4250,"GRAND 1BR | WITH BALCONY @49,999",EXE-BBAY-AFT923,"AED 49,999 /yr",apartment,Yearly,"September 23rd, 2020"
4251,NULL,1,515,No,UAE,Dubai,Jebel Ali,Jebel Ali Village,NULL,4251,Luxurious  High Quality  3 BR  Silicon Oasis,497-Ap-R-0545,"AED 84,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4252,2,3,"1,722",No,UAE,Dubai,Motor City,New Bridge Hills,NULL,4252,2 Bed Large | Bonnington | Fully Furnished,497-Ap-R-1182,"AED 90,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4253,NULL,1,500,Yes,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4253,1 Bed | Bonnington | Fully Furnished,497-Ap-R-1181,"AED 55,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4254,3,4,"2,080",No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,4254,PAY 2CHQS | CHILLER FREE | CANAL VIEW @55K,VIEWS-DTOWN-SAME923,"AED 55,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4255,1,2,896,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4255,2 Bed | Bonnington Tower-JLT| Fully Furnished,497-Ap-R-1183,"AED 75,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4256,1,2,884,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4256,Prestigious   2BR+Maid in Downtown // 105K,497-Ap-R-0711,"AED 105,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4257,1,2,999,No,UAE,Dubai,JVC Jumeirah Village Circle,Al Sima Tower,NULL,4257,FULLY FURNISHED @40K |  READY BY END AUGUST,DIA6-MARINA1-AFT923,"AED 40,000 /yr",apartment,Yearly,"September 23rd, 2020"
4258,2,2,"1,093",No,UAE,Dubai,Dubai Land,Dubai Residence Complex,NULL,4258,One Bed Semi Furnished Elite 3 @30k Only!,646-Ap-R-4108,"AED 30,000 /yr",apartment,Quarterly,"September 22nd, 2020"
4259,1,2,950,No,UAE,Dubai,Al Qusais,Al Nahda 1,NULL,4259,PAY 12CHQS | HIGH-END 1BR | LIMITED ONLY,UNI-JVC4-923,"AED 35,000 /yr",apartment,Monthly,"September 23rd, 2020"
4260,1,2,900,No,UAE,Dubai,Dubai Marina,Damac Heights,NULL,4260,Amazing Studio in Lakeside Tower C,1785-Ap-R-0002,"AED 18,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4261,NULL,1,500,No,UAE,Dubai,JVC Jumeirah Village Circle,Uniestate Prime Tower,NULL,4261,3 BR + Maids | 1 MONTH FREE | Sheikh Zayed Rd.,767-Ap-R-1020,"AED 129,999 /yr",apartment,NULL,"September 23rd, 2020"
4262,1,2,900,No,UAE,Dubai,Dubai Sports City,Victory Heights,NULL,4262,Spacious beautiful  1BR for rent in DSO,497-Ap-R-0479,"AED 41,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4263,1,2,896,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4263,Best Deal //Nice 2BR for rent in 50K ONLY,497-Ap-R-1045,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4264,NULL,1,500,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4264,Luxurious  Spacious 1BR apartment- READY NOW,497-Ap-R-0108,"AED 45,000 /yr",apartment,NULL,"September 23rd, 2020"
4265,1,1,707,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Almas West,NULL,4265,PAY 4CHQS | FULLY FURNISHED,SPI-SPORTS16-ALLWYN,"AED 31,500 /yr",apartment,Quarterly,"September 23rd, 2020"
4266,1,2,726,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4266,Spacious  high end  2 BR Apartment in  DSO,497-Ap-R-0843,"AED 74,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4267,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4267,CHILLER FREE | MASSIVE 2 BED LAYOUT @45K | CHEAPEST IN SPORTS CITY,HAM-SPORTS1-ALL923,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
4268,1,2,860,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 18,NULL,4268,"PAY 4CHQS | CHEAPEST STD @21,999",GLO-SPORTS-923,"AED 21,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4269,1,2,896,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4269,PAY 6CHQS | LARGE 1BR @40K,POINT-SPORTS1-923,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4270,1,2,896,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4270,PAY 4CHQS | CHILLER FREE | 1BR WITH BALCONY @40K,SUL-MARINA1-SAME923,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4271,NULL,1,500,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4271,PAY 4CHQS | 1BR WITH BALCONY @30K,GLO-SPORTS4-923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4272,1,1,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4272,PAY 4CHQS | 30DAYS FREE | SPACIOUS 1BR @53K,MAJE-BBAY-ZUB,"AED 53,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4273,1,2,824,No,UAE,Dubai,JVC Jumeirah Village Circle,Flamingo Building,NULL,4273,NO COMMI.- 30DAYS FREE | 2BR IN FULL CANAL VIEW,COR-BBAY3-ZUB667,"AED 87,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4274,1,2,824,No,UAE,Dubai,JVC Jumeirah Village Circle,Flamingo Building,NULL,4274,PAY 4CHQS-1MTH FREE | SPACIOUS 2 BHK  @74K,MAJE-BBAY3-ZUB,"AED 74,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4275,2,3,"1,334",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4275,UNFURNISHED 2 BED @95K-4CHQS | TRULY MASSIVE APT,PAR-DIFC2-ZUB667,"AED 95,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4276,2,3,"1,334",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4276,Street 3 - Med Type Nice Studio,A1676225,"AED 21,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4277,2,3,"1,334",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4277,Zen LARGE Studio 6 Month Contract Free Chiller Monthly AED 2500,A1781267,"AED 26,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4278,2,3,"1,334",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4278,Upgraded 2 Beds Plus Storage| Multiple Cheques Option,1401-Ap-R-0905,"AED 70,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4279,2,3,"1,334",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4279,For a limited time Studio in JLT- Filly Furnished- Direct From The Owner,10956/2010,"AED 30,000 /yr",apartment,Yearly,"September 23rd, 2020"
4280,1,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4280,LAST UNIT--BRAND NEW_3 BHK WITH 2 MASTER ROOM MAIDS ROOM,Zafar.msf,"AED 80,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4281,1,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4281,PERFECTLY SITUATED  / LARGE UNFURNISHED 1 BED,EG2-JVC9-HAS923,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
4282,1,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4282,UNFURNISHED 1 BED IN JVC  / WITH BALCONY,EGR-JVC9-HAIDER,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
4283,2,2,"1,036",Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4283,"Open kitchen | 1,000 AED commission only | Family-friendly",1595409433,"AED 41,000 /yr",apartment,Monthly,"September 21st, 2020"
4284,1,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4284,Complete Amenities | Rent to Own Available! | Multiple Options | Chiller Free | Best Deal | Huge Bal,1138-Ap-R-0201,"AED 52,000 /yr",apartment,NULL,"September 22nd, 2020"
4285,2,3,"1,405",No,UAE,Dubai,Arjan,Geepas Tower,NULL,4285,1 BEDROOM AVAILABLE  IN NAHDA / NO COMMISSION ONE MONTH FREE,A1572001,"AED 43,000 /yr",apartment,Yearly,"September 22nd, 2020"
4286,1,2,996,Yes,UAE,Dubai,Arjan,NULL,NULL,4286,SEA VIEW BRAND NEW ONE BR|EQUIPPED KITCHEN|WITH BALCONY,195-Ap-R-2221,"AED 67,000 /yr",apartment,NULL,"September 22nd, 2020"
4287,1,2,852,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4287,BRAND NEW | BIG STUDIO | AFFORDABLE PRICE | FLEXIBLE PAYMENT,AZCO-JVC-MKK-UNI-STD-3655,"AED 25,000 /yr",apartment,Monthly,"September 23rd, 2020"
4288,1,2,808,Yes,UAE,Dubai,Dubai Sports City,Spirit,NULL,4288,"1BR Balcony Like Terrace, Building Like Hotel Apartment Only 41,999K",azco-sa-1BHK-md1,"AED 41,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4289,2,3,"1,313",No,UAE,Dubai,Business Bay,MBK Tower,NULL,4289,WELL-CRAFTED INTERIORS @35K / UNFURNISHED 1 BED APT,EG-JVC2-HASSAN,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
4290,1,2,840,No,UAE,Dubai,Jebel Ali,Jebel Ali Village,NULL,4290,6 TO 12CHQS | NEGOTIABLE | STUDIO WITH FITTED KITCHEN,ALF-JVC6-923,"AED 31,999 /yr",apartment,Monthly,"September 23rd, 2020"
4291,1,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4291,"BEST RENT 1 BHK WITH BALCONY, MID FLOOR",ICON TOWER 2 1 BHK PP,AED 36000 IN 1 TO 2 CHEQUES,apartment,Yearly,"September 23rd, 2020"
4292,1,2,"1,200",No,UAE,Dubai,JVC Jumeirah Village Circle,Emirates Gardens 2,NULL,4292,LIMITED OFFER | ELEGANT 1BR @44K,RIVI-JVC2-923,"AED 44,000 /yr",apartment,Yearly,"September 23rd, 2020"
4293,1,1,712,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4293,UNTIL 6CHQS | FACING HOTEL 1BR @55K,REG-JVC3-923,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4294,3,3,"2,150",No,UAE,Dubai,Dubai Marina,Marina Heights,NULL,4294,ELEGANT FURNISHINGS AND STYLISH DECORATIVE INTERIORS,GHA-JVC3-SAMAR,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
4295,1,2,"1,000",No,UAE,Dubai,Deira,Port Saeed,NULL,4295,FULLY EQUIPPED AMENITIES INCLUSIVE / SPACIOUS 1BED APT,EG2-JVC5-HAS923,"AED 35,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4296,1,2,"1,000",No,UAE,Dubai,Deira,Al Rigga,NULL,4296,PERFECTLY MADE LAYOUT / UNFURNISHED 1BED IN JVC,EG2-JVC2-HAS923,"AED 35,000 /yr",apartment,Yearly,"September 23rd, 2020"
4297,3,4,"2,400",No,UAE,Dubai,Deira,Al Rigga,NULL,4297,PAY 4CHQS | ELEGANT STD @28K,PANT-JVC-SAB923,"AED 28,000 /yr",apartment,Yearly,"September 23rd, 2020"
4298,1,2,"1,000",No,UAE,Dubai,Deira,Al Rigga,NULL,4298,LARGE 1BR WITH BALCONY @42K,EGM-JVC1-HAIDER,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4299,2,4,"1,500",No,UAE,Dubai,Deira,Al Rigga,NULL,4299,60DAYS FREE-UNTIL 12CHQS | ELEGANTLY DESIGNED 1BR-DUPLEX @71K,FLA-JVC2-SALMAN,"AED 71,000 /yr",apartment,Monthly,"September 23rd, 2020"
4300,2,4,"1,600",No,UAE,Dubai,Deira,Port Saeed,NULL,4300,60DAYS FREE-UNTIL 12CHQS | ELEGANTLY MADE DUPLEX-LOFT 1BR WITH BALCONY,FLA-JVC12-SALMAN,"AED 71,000 /yr",apartment,Monthly,"September 23rd, 2020"
4301,NULL,2,500,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4301,PAY 4CHQS | 2BR WITH BALCONY @60K,EGM2-JVC4-ABE923,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4302,NULL,1,462,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4302,PAY 4CHQS | LARGE 2BR @60K,EGM2-JVC3-ABE923,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4303,2,3,"1,065",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4303,PAY 4CHQS | PRIME LOCATION 2BR @60K,EGM2-JVC2-ABE923,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4304,NULL,1,460,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 18,NULL,4304,PAY 4CHQS | MASSIVE 2BR @60K,EGM2-JVC-ABE923,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4305,2,1,400,No,UAE,Dubai,JVC Jumeirah Village Circle,AKA Residence,NULL,4305,PAY 4CHQS | SPACIOUS HOME @60K,EGM2-JVC1-ABE923,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4306,NULL,1,606,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4306,MASSIVE 1 BED LAYOUT PLUS STUDY ROOM @42K,EGM-JVC-HAI,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4307,2,3,942,No,UAE,Dubai,JVC Jumeirah Village Circle,AKA Residence,NULL,4307,VAST 1 BHK WITH POOL VIEW || BALCONY || AFFORDABLE,EGM-M1-1B-HAIDER,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4308,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,4308,HUGE 1 BHK WITH STUDY || IN-EXPENSIVE ||  POOL VIEW,EGM-M-1B-HAIDER,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4309,1,1,774,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4309,BY OWNER | Fully Furnished | Chiller Free,NULL,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
4310,2,2,"1,407",No,UAE,Dubai,JVC Jumeirah Village Circle,Hameni Tower,NULL,4310,PRESENT-DAY AMENITIES AND FEATURES @42K / WITH MASSIVE STUDY ROOM,EGM-JVC3-HAI,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4311,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,4311,NO COMMISSION DIRECT FROM OWNER | BEST DEAL | | LAUNDRY AND STORAGE | MAINTENANCE FREE,AZCO-ARJAN-KBR-GP-2BR-1141,"AED 63,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4312,1,1,658,Yes,UAE,Dubai,JVC Jumeirah Village Circle,Diamond Views,NULL,4312,1BR | Chiller FREE | Kitchen Appliances |1 Month Free,ASR-001107,"AED 44,994 /yr",apartment,NULL,"September 23rd, 2020"
4313,2,3,"1,496",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4313,1 Bedroom with Private Garden! Pets Friendly,1410-Ap-R-0005,"AED 46,000 /yr",apartment,Quarterly,"September 22nd, 2020"
4314,2,3,"1,400",No,UAE,Dubai,Dubai Production City (IMPZ),Lago Vista - Tower B,NULL,4314,Fully furnished | Shared pool | Rent online,1597839532,"AED 41,000 /yr",apartment,Monthly,"September 23rd, 2020"
4315,2,3,"1,388",No,UAE,Dubai,Downtown Dubai,Boulevard Point,NULL,4315,Next to Metro Station | 2 Balcony | Free Chiller,1160-Ap-R-0006,"AED 80,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4316,1,2,850,No,UAE,Dubai,Nad Al Shiba,NULL,NULL,4316,Hot Deal | Spacious 1Bhk | Stunning View,A1788100,"AED 47,000 /yr",apartment,Yearly,"September 23rd, 2020"
4317,1,2,850,No,UAE,Dubai,Dubai Marina,Marina Crown,NULL,4317,"PERFECTLY SIZED IN 1200SQFT  @42K / AMPLE SIZED STUDY ROO,",EGM-JVC4-HAI,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4318,1,2,"1,028",No,UAE,Dubai,JVC Jumeirah Village Circle,Belgravia Ellington,NULL,4318,POOL VIEW 1 BHK APT. || BALCONY || HUGE || AFFORDABLE,EGM-M2-1B-HAIDER,"AED 42,000 /yr",apartment,Yearly,"September 23rd, 2020"
4319,2,3,"1,468",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 14,NULL,4319,NEAR TO METRO FULL LAKE VIEW 1 BHK WITH BALCONY AT MID FLOOR,1 BHK LAKESIDE JLT PP,"AED 42,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4320,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4320,Best Location | Overlooking Sunrise  View | High-floor,154-Ap-R-0150,"AED 95,000 /yr",apartment,NULL,"September 23rd, 2020"
4321,1,2,"1,036",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4321,BRAND NEW NEAR TO DAY TO DAY 1BHK 57K IN 12 CHEQUES NO DEPOSIT 1 MONTH FREE - GYM FREE,FAISAL 0557539502 MRSDER,"AED 57,000 /yr",apartment,Monthly,"September 23rd, 2020"
4322,2,3,"1,204",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC Building 10C,NULL,4322,NO DEPOSIT 12 CHEQUES 1 MONTH FREE SALAH AL DIN METRO BRAND NEW- ONLY FOR FAMILY 1BHK 43K IN 12 CHE,FAISAL 0557539502 MRSSSLH,"AED 43,000 /yr",apartment,Monthly,"September 23rd, 2020"
4323,2,1,924,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4323,SALAH AL DI METRO CHILLER FREE NO DEPOSIT 1 MONTH FREE 12 CHEQUES 3BHK 80K IN 12 CHQS - SHARED GYM,FAISAL 0557539502 CVFDE,"AED 80,000 /yr",apartment,Monthly,"September 23rd, 2020"
4324,2,3,"1,450",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4324,CHILLER FREE 1BHK 12 CHQUES 1 MONTH FREE NO DEPOSIT WITH ALL FACILITIES FREE NEAR TO SALAH AL DIN ME,FAISAL 0557539502 CHILLSA,"AED 50,000 /yr",apartment,Monthly,"September 23rd, 2020"
4325,2,3,"1,065",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4325,CHILLER FREE 2BHK NEAR TO SALAH AL DIN METRO WITH ALL FACILITIES FREE 70K IN 12 CHEQUES,FAISAL 0557539502 NBGT,"AED 70,000 /yr",apartment,Monthly,"September 23rd, 2020"
4326,1,2,"1,220",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4326,BRAND NEW NEAR TO DAY TO DAY 2BHK 72K IN 12 CHEQUES NO DEPOSIT 1 MONTH FREE - GYM FREE,FAISAL 0557539502 KJJH,"AED 72,000 /yr",apartment,Monthly,"September 23rd, 2020"
4327,2,3,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4327,Huge Studio with Balcony | Nearly New | 500SQFT,Azco-MK-9673-STD-PANTHEON,"AED 23,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4328,2,3,"1,403",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4328,FULLY FURNISHED | PAY 3K MONTHLY | ALL INCLUSIVE,AZCO-JVC-AR-CR-STD-4074,"AED 37,000 /yr",apartment,Monthly,"September 23rd, 2020"
4329,3,3,"1,640",Yes,UAE,Dubai,Dubai Studio City,NULL,NULL,4329,BRAND NEW | KITCHEN APPLIANCES | FREE MAINTENANCE | TOP QUALITY FINISHING,AZCO-JVC-AL-SOUTH-2BR-1728,"AED 70,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4330,2,3,"1,580",No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,4330,Beautiful Furnished Studio | High Floor | All Facilities | Ready To Move only 30k/1 cheque,AZCO-6727-WASI-108-STD,"AED 29,999 /yr",apartment,Yearly,"September 23rd, 2020"
4331,3,4,"2,240",No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,4331,Prices Dropped/Stunning 2BHK+Maid/ Fitted Kitchen/Free Maintenance/Multiple Facilities/grab keys now,AZCO-3345-WASI-1BR,"AED 69,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4332,1,1,900,No,UAE,Dubai,Al Qusais,Al Nahda 1,NULL,4332,A Home with a Nice View Studio Apartment with Balcony I Rent Now,AZCO-0163-WASI-STD,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4333,1,2,986,No,UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,NULL,4333,BRAND NEW STUDIO | HUGE SIZE | ALL FACILITIES | HIGH END FINISH | GRAB NOW!just 36k,AZCO-8997-WASI-ZH-STD,"AED 35,999 /yr",apartment,Yearly,"September 23rd, 2020"
4334,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,4334,STUNNING KITCHEN | WHITE AND BRIGHT FINISHING | OPEN VIEW | CALL NOW,AZCO-JVC-WASI-AKA-2BR-3170,"AED 57,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4335,1,2,"1,182",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,4335,Astonishing Offer | Quality Living | Very Huge Balcony,AZCO-JVC-AM-SBL-1BR-7729,"AED 44,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4336,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,4336,FULLY FURNISHED | READY TO MOVE IN | GRAB THE DEAL,AZCO-JVC-AR-CHMP-1BR-5321,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4337,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),Two Towers,NULL,4337,GORGEOUS BUILDING | SPACIOUS 2 BHK | READY TO MOVE IN,AZCO-JVC-HR-ZH-2BR-7717,"AED 77,000 /yr",apartment,Yearly,"September 23rd, 2020"
4338,1,2,"1,183",No,UAE,Dubai,Barsha Heights (Tecom),Two Towers,NULL,4338,Massive 1 Bedroom | Huge and Pleasant View Balcony| Grab Keys Now!,AZCO-JVC-HR-SBL-1BR-6553,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4339,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,4339,FULLY FURNISHED| FULLY UPGRADED | BEST UNIT |  WOODEN FLOOR,AZCO-JVC-AN-DV4-1BR-5187,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4340,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),Two Towers,NULL,4340,DISTINCTIVE DESIGN | MASSIVE UNIT 2 BHK + Maid | PREMIUM FINISHES | SEMI OPEN KITCHEN | CALL NOW,AZCO-JVC-HM-HA-2BR-8357,"AED 95,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4341,2,3,"1,550",No,UAE,Dubai,Barsha Heights (Tecom),Two Towers,NULL,4341,COMISSION 1000 ONLY|Splendid 2 bedroom Apartment| Well Maintained community| Hot Deal,471-Ap-R-2340,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4342,NULL,1,430,No,UAE,Dubai,Dubai Investment Park,Dubai Investment Park 1,NULL,4342,Brand New Ready To Move In Genuine Listing,471-Ap-R-2505,"AED 130,000 /yr",apartment,NULL,"September 6th, 2020"
4343,NULL,1,460,No,UAE,Dubai,Al Furjan,Azizi Samia,NULL,4343,Spacious 1 Bedroom With One Month Free And Chiller Free,1377-Ap-R-0639,"AED 32,000 /yr",apartment,NULL,"September 23rd, 2020"
4344,NULL,1,429,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4344,1 BR | Dubai Marina | with balcony,1782-Ap-R-0001,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
